ID,Answer
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎
1440,錫克教
1441,大業三年
1442,史都華
1443,百越族
1444,保護區
1445,哈利里德
1446,伊斯蘭教
1447,徐樹錚
1448,忽都虎
1449,三級會議會場
1450,加勒比海島嶼
1451,成本效益
1452,奧托·馮·俾斯麥承諾會
1453,南朝鮮
1454,
1455,國家財政資助低收入階層
1456,日本
1457,大學
1458,九龍灣
1459,南屬廣州鐵路局。1963年4月1日，撤銷武漢鐵路局，京廣鐵路蒲圻站以南劃歸廣州鐵路局。同時，恢復鐵路分局建制。廣州鐵路局下設廣州
1460,精神醫學
1461,陳朝
1462,阿克爾自治市
1463,有色人種
1464,
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,丙申
1468,蘇俄
1469,夫餘別種
1470,心室底壁組織
1471,1662年
1472,1884年
1473,第二產業
1474,俄羅斯
1475,杜登
1476,總能量
1477,社會主義市場經濟
1478,葉爾羌汗國
1479,新幾內亞
1480,
1481,陳聖宗、陳興道
1482,奧地利
1483,布拉馬普特拉河
1484,印度教-穆斯林團結大使
1485,沈器遠
1486,200萬立方公尺
1487,黑龍江
1488,1992年
1489,維多利中心
1490,新界原居民
1491,蔣中正
1492,豪族
1493,印度教
1494,頻率理論
1495,無性生殖
1496,網路龐克
1497,母親病危
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,猴祭
1502,戰鬥機
1503,2013年2月28日
1504,無柱雨棚
1505,1980年
1506,三十八年
1507,納戈爾諾-卡拉巴赫
1508,孟德爾遺傳模式
1509,路易斯一世
1510,《時代》
1511,極權主義
1512,斯特-立陶夫斯克條約》
1513,路易十四
1514,布列塔尼半島美國石油公司加的斯
1515,活塞發動機
1516,海布里球場。海布里球場
1517,東吳
1518,愛德華一世
1519,稻花沒有花瓣
1520,1938年
1521,劉嘉玲
1522,徐家匯
1523,蓋茲
1524,陸秀夫
1525,華人
1526,南斯拉夫聯盟共和國
1527,《塘沽協定》
1528,烏蘭烏德
1529,1897年
1530,巴拉克·歐巴馬
1531,2003年3月4日
1532,降低成本
1533,
1534,杭州[UNK]橋機場
1535,
1536,興登堡元帥建議
1537,總督
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物保護單位
1543,忽必烈
1544,花垣縣
1545,稀薄的埃歐大氣
1546,惠金斯原理
1547,黑龍江
1548,新院校
1549,兩年
1550,2010年
1551,耶律楚材
1552,國際太空探測器
1553,許蘭亭
1554,烏里雅蘇臺將軍
1555,拿破崙為「社會主義皇帝」。聖西門主義
1556,日治時期
1557,蔡[UNK]
1558,德國
1559,《刑部大理寺狀》
1560,新南威爾斯州
1561,太陽運動
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,郵政局
1567,圖西族
1568,一次
1569,五個
1570,張三祿
1571,15世紀以前
1572,百老匯
1573,
1574,高血壓
1575,北燕
1576,國務院常務會議
1577,平衡人類和各種自然系統的關係
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,希臘語
1587,歐洲足球錦標賽
1588,肌源性
1589,加拿大
1590,七個
1591,安定
1592,機器
1593,乾旱
1594,七卷
1595,新北市
1596,甲午戰爭
1597,民主黨
1598,1910年
1599,拉丁字母
1600,1935年
1601,《英華字典》
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,祈年壇
1607,德國
1608,加加林
1609,
1610,100米以上
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,青光眼
1615,社會主義
1616,學權部
1617,1987年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,北宋
1623,品
1624,1988年
1625,北海艦隊
1626,英國
1627,耶穌會
1628,一戰前夕
1629,鐵鉉
1630,傑里·威斯特特
1631,《義勇軍進行曲》
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,郭沫若
1635,中國
1636,漢化
1637,重力收縮
1638,伊爾庫茨克國立大學
1639,厄德
1640,中後期
1641,儒教興盛
1642,巴夏禮
1643,克里斯蒂安四世
1644,蒸汽輪機
1645,大連
1646,亞熱帶常綠闊葉林
1647,1937年
1648,北德意志邦聯
1649,奧東·德拉羅什
1650,約翰·莫根
1651,耐腐蝕性
1652,咸豐二年
1653,咖啡因
1654,中國應該統一
1655,1972年
1656,防禦重點是江淮地區
1657,汪精衛
1658,體育部
1659,斜方晶八面體和單斜棱晶體
1660,直系軍閥
1661,波士頓塞爾提克
1662,孫中山
1663,七月初八
1664,賽丁泉天文台
1665,殖民政策
1666,[UNK]染色體
1667,日本
1668,16世紀
1669,大陸性
1670,配子
1671,猶太人
1672,邱行湘
1673,佩德納萊斯河
1674,皖系軍閥
1675,楚州人
1676,1964年
1677,1967年
1678,第一公民
1679,徐樹錚的行為，開始派員聯絡蘇俄紅軍、帝俄白軍及日本，尋求援助把中國人趕出外蒙，哲布尊丹巴
1680,劉毅敗死，自己亦深感不安，更意圖作亂，劉裕
1681,負責制訂政策
1682,1861年2月9日
1683,3月19日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度
1688,管叔鮮
1689,參議院
1690,財源
1691,盧安達法郎
1692,[UNK]公山成立，同時成立以皖南獨立團
1693,利家
1694,美國在1873年爆發的經濟蕭條
1695,世族
1696,1853年
1697,新加坡
1698,民國34年
1699,1270年
1700,動力系統
1701,南源玉帶河三個
1702,孫中山
1703,
1704,漢武帝
1705,江河級驅逐艦
1706,2015年
1707,21473平方公里
1708,傳教士，但他父親堅持他去比薩大學
1709,颶風
1710,世界氣象組織
1711,貴霜帝國
1712,海河流域
1713,旭烈兀
1714,700家
1715,十二屆
1716,全市綠化比例高
1717,收到十二道金牌班師回朝之時
1718,新幾內亞
1719,漢地
1720,3月29日
1721,7980年
1722,1947年
1723,青島海軍基地
1724,絲路
1725,綠色窗口是日本各[UNK]鐵路公司的票務櫃臺
1726,恩琴
1727,波蘭進入戰時狀態
1728,西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,宋美齡
1732,緬甸
1733,第二次世界大戰
1734,1961年
1735,白光
1736,陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,選舉
1743,奈特·麥克米蘭
1744,英國
1745,暫住證制度
1746,《劃一現行各道地方行政官廳組織令》
1747,
1748,5月23日
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,德軍
1757,阿爾薩斯-洛林
1758,
1759,合作派
1760,思覺失調症
1761,
1762,1個
1763,1990年代
1764,麻赫穆德·喀什噶里
1765,24%
1766,高麗國
1767,後現代主義設計
1768,1828年
1769,布里昂·維伯
1770,大會
1771,西安招待所
1772,公元前12年
1773,湯瑪斯傑佛遜
1774,新春期間
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,希臘的宙斯
1779,農耕節
1780,俄國革命
1781,1915年春季
1782,李[UNK]
1783,開局
1784,敵我矛盾
1785,異物
1786,加圖
1787,10的−14次方太陽質量
1788,會稽虞氏
1789,英國
1790,木衛一
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,不再建立便宜
1796,法家
1797,
1798,通古斯地區過於偏遠
1799,安大略湖
1800,肉食
1801,漢字
1802,劉駿
1803,高約[UNK]米
1804,雙重匯率制度
1805,林奈
1806,史都華
1807,所有制社會主義
1808,59歲
1809,飛機
1810,1928年
1811,5個
1812,
1813,曼哈頓
1814,清咸豐年間
1815,質言之
1816,師承
1817,關西一帯
1818,甲醇
1819,三國史記
1820,牛隻列印問題
1821,塔蘭托
1822,元廷
1823,中國
1824,1590年
1825,1941年
1826,細胞核
1827,蒸汽膨脹
1828,十月革命
1829,俄羅斯
1830,劉少奇為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜的浪潮中來
1831,幅員遼闊
1832,1943年
1833,多倫多市
1834,顯性文明
1835,9倍太陽質量
1836,愛倫·坡
1837,硫是一種非常常見的無味無臭的非金屬，純的硫是黃色的晶體
1838,現金流量表
1839,德川家康
1840,日本
1841,+26等
1842,臺北市仍在，無法續用「臺北」之名作為升格後的名稱，臺北縣政府因而對外徵求改制後的新市名，並舉行網路投票
1843,韓國
1844,1789年
1845,
1846,泰勒斯
1847,32.8%
1848,條約
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,炮兵連
1854,紅樓夢》
1855,1932年
1856,1920年現代主義嶄露頭角
1857,滇軍在雲南
1858,17世紀初
1859,電子郵票
1860,儒字
1861,曼努埃爾一世
1862,東非
1863,馬克思主義的興起引致俄國
1864,成熟階段
1865,閉門思過，檢查自己是否放棄了那些天賦的心，努力把這些心找回來，以恢復人的本性。這就是孟子所說的求其放心
1866,吠陀」
1867,1950年代
1868,羅伯特·波義耳
1869,湯·韋迪加
1870,托木斯克州
1871,傑弗里·德維爾阿杜安
1872,軍用航太
1873,
1874,中國通俗文化
1875,腓特烈二世
1876,義大利
1877,2000年
1878,1932年
1879,韓劇
1880,路易-菲利普
1881,阿布巴卡爾
1882,師承
1883,《古魯·格蘭特·薩希卜》
1884,1865年
1885,潘永和
1886,1924年
1887,德國財政局
1888,9%
1889,楊宇霆
1890,法國
1891,吉米·史都華
1892,周恩來
1893,金礪
1894,環境污染，指自然的或人為的向環境中添加某種物質而超過環境的自淨能力而產生危害的行為。主要對環境自然生態系統和人的健康產生危害，即使當時不造成危害，但後續效應有害
1895,藍營
1896,三級會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三名
1900,關原之戰
1901,金門
1902,電氣化鐵路
1903,《十六國春秋》
1904,2006年
1905,中華民國實業部
1906,1973年
1907,多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1960年代末
1911,1596年
1912,埃德溫·哈勃
1913,胡季[UNK]
1914,大分子
1915,議會制
1916,1977年
1917,布里亞特喇嘛阿格旺多傑
1918,莫斯科
1919,五分之一
1920,《德意志語言正字大詞典》
1921,星際爭霸[UNK]遊戲
1922,克倫威爾路
1923,類似片
1924,日本
1925,硫酸
1926,德國
1927,水門事件
1928,斯364線建設工程
1929,閻錫山
1930,1997年
1931,托爾金主張《貝奧武甫》的作者是在籠統地表達人類命運的主題，不被特定的部落政治鬥爭所限制，因此怪獸們對此詩歌是必不可少的。《貝奧武甫》中涉及具體部落鬥爭的地方，例如在芬尼斯堡，托爾金堅定地反對計入奇幻元素。在文章中，托爾金
1932,龍興之地
1933,中國政府
1934,阿伊努人
1935,1937年
1936,五倍
1937,風力發電站
1938,艾森豪
1939,3400萬
1940,網球正拍擊球
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,黑色代表著謹慎、謙遜、悲傷，而紅色
1944,澎湖
1945,亞硫酸
1946,理學
1947,1998年
1948,2010年後
1949,毛澤東
1950,1950年
1951,太空飛行器
1952,維基媒體
1953,化石燃料
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,2001年8月15日
1959,65歲
1960,加勒比海
1961,1455年
1962,鄧穎超
1963,
1964,傳統音樂
1965,
1966,奧地利
1967,土耳其
1968,恢復市場的功能，以邁向生產力理論
1969,北非的希波大會
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,「斷罰出征，並全征燒埋銀」
1974,1901年
1975,五歲
1976,近年
1977,農歷新年
1978,帖木兒帝國
1979,音速巡航
1980,1312年
1981,1888年
1982,30℃
1983,複合式裝甲
1984,希洛克勒斯
1985,北京地質學院
1986,對日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,毛澤東
1991,中國
1992,國際非政府組織
1993,1991年以來
1994,中興有中部科學園區
1995,冠佑
1996,朱友貞
1997,1943年
1998,1893年
1999,收容遣送制度
2000,中國國民黨
2001,》
2002,狄拉克
2003,金黃飽滿
2004,移民實邊
2005,水軍
2006,共產黨
2007,矽燃燒過程
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,1950-1980
2011,著陸
2012,本人對基本人權的認識
2013,丹尼爾奧爾特加
2014,幾何學
2015,1998年1月1日
2016,《風之國度》
2017,東歐保護人民
2018,布里亞特喇嘛阿格旺多傑
2019,元老
2020,11世紀
2021,阿普列尤斯
2022,德國人、義大利人和來自東歐的猶太人
2023,總能量
2024,中國
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,茲維亞德·加姆薩胡爾季阿
2029,1835年
2030,六四天安門事件
2031,定向天線
2032,《拉丁通俗譯本》
2033,數百萬克耳文
2034,伯利恆修道院
2035,1948年
2036,1987年
2037,洪堡
2038,
2039,唐睿宗
2040,1968年
2041,不動產
2042,[UNK]·ㄎㄟ·ㄨㄞ
2043,林肯總統
2044,養殖漢諾瓦馬、歐登堡馬和其他血統的馬是不少下薩克森邦人的業餘愛好和職業
2045,民變
2046,規模化
2047,軍校
2048,1599年
2049,3個
2050,港鐵
2051,共產主義
2052,
2053,普魯士
2054,高句麗
2055,蔣經國
2056,溧陽
2057,秘書處
2058,林肯總統
2059,科什圖尼察
2060,80
2061,修正案
2062,500毫升
2063,古代
2064,民國四年
2065,蒙古人
2066,正德十三年
2067,
2068,伊比利亞
2069,經濟學人智庫
2070,劉
2071,旭烈兀
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,義大利馬切拉塔
2076,
2077,1924年
2078,梁啟超
2079,期貨交易所
2080,洋馬兒
2081,奧勒良
2082,1米93
2083,彌次郎
2084,外傭
2085,坡度較高
2086,煤煙消除會
2087,艾薩克·牛頓
2088,非逃港者
2089,柏拉圖
2090,教法
2091,塔蘭托戰役
2092,下納瓦拉
2093,阿爾卑斯山
2094,炮兵連
2095,1957年
2096,漢馬伏波
2097,一億光年
2098,1995年
2099,紅矮星
2100,日語
2101,阿爾法級別
2102,19世紀
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,英國
2108,
2109,感染
2110,民國18年
2111,俄羅斯人
2112,1913年
2113,東部
2114,灣仔
2115,拉丁語
2116,阿聯
2117,畢達哥拉斯
2118,愛格思海金斯公司
2119,
2120,第53
2121,工業革命
2122,
2123,一次世界大戰時期
2124,安眠藥
2125,史坦波中心
2126,預測
2127,林登·貝恩斯·詹森
2128,第一架
2129,泰國
2130,決策科
2131,淮安
2132,劉裕
2133,中共中央副主席
2134,香巴尼
2135,細胞膜
2136,普洱專區
2137,僱傭保險費分為失業保險費和僱傭安定
2138,英國倫敦溫布頓
2139,燕王朱棣起兵造反，援引《皇明祖訓
2140,1569年
2141,佐世保
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,香港日治時期
2147,民主黨
2148,1925年
2149,1926年
2150,德國
2151,亞熱帶
2152,
2153,日本
2154,《戡亂建國教育實施綱要》
2155,漢字
2156,卡拉恰伊湖
2157,王藍
2158,南成旭
2159,東晉元帝
2160,
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,產業工會聯合會
2167,積水潭
2168,薩繆爾
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,秋天
2173,《中俄國界東段補充協定》
2174,永興」
2175,雲南省
2176,美國
2177,農業
2178,恭順
2179,艾瑪·史東
2180,漢諾瓦
2181,重建時期
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,北京地質學院
2188,2007年
2189,國家歷史文化名城稱號
2190,維基媒體基金會
2191,一
2192,布拉馬普特拉河
2193,非婚生
2194,孫中山
2195,最佳演唱團體獎
2196,無配偶身份的姬侍
2197,秋冬春涼且潮溼
2198,精神醫學
2199,空對地飛彈
2200,寧古塔副都統
2201,義大利威尼斯麗都島所舉辦的國際影展，屬於威尼斯雙年展
2202,接合
2203,第三心音
2204,郭沫若
2205,四帝共治制是羅馬皇帝戴克里先創立的一個治理模式。由於他看出羅馬帝國過去兩、三百年間世襲制度
2206,韓國海關
2207,奧地利
2208,2009年
2209,牛胃氣膨脹
2210,三源
2211,吠陀梵語
2212,為了要正確地表示宇宙真實名相的真情實意
2213,伸展台模特兒為代表，也代表此類從事的職業內容。模特兒
2214,印第安納大學俱樂部
2215,雷達吸波收材料
2216,1950年代
2217,中山高速公路
2218,農業
2219,東芝
2220,新北市
2221,川本芳昭
2222,敘利亞
2223,
2224,高利貸
2225,溫元凱等人曾公開支持「要求進行民主選[UNK]」
2226,2002年
2227,620年
2228,民國2年2月25日
2229,第一公民
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,加里恩努斯
2234,1949年
2235,1858年
2236,數學科幻
2237,心室底壁組織
2238,美國
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,攔截機種
2242,[UNK]-51戰鬥機
2243,日本
2244,同年10月
2245,模擬別人的言行，後發展為象聲
2246,1897年
2247,李察·賓特利
2248,印尼
2249,康熙四十八年
2250,荊州
2251,爾法學院
2252,22個非協商國則只能列席會議
2253,克里米亞戰爭
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,永曆帝
2258,世稱恭順」
2259,1972年
2260,2013年
2261,史達林
2262,佳木斯
2263,1918年
2264,太陽
2265,翼身
2266,基督教
2267,聯合國人權委員會
2268,庫里爾台大會
2269,電漿態的氫
2270,頭
2271,賓夕法尼亞州大學
2272,煙霧
2273,穀類作物
2274,毛奇
2275,[UNK]染色體
2276,後代
2277,澳大利亞
2278,劉宋
2279,劉備
2280,第二心音
2281,東晉元帝
2282,非金屬材料
2283,道格拉斯
2284,玉米
2285,東羅馬帝國
2286,五個
2287,25年
2288,松花江
2289,全歐洲
2290,宋理宗
2291,喬托號
2292,2008年
2293,第13屆最高人民會議第2次會議
2294,紅水河
2295,蒙古人種
2296,斯芬·佩斯
2297,2001年
2298,大道東
2299,
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲
2303,1999年
2304,29.48萬人
2305,1998年
2306,鞏高峰
2307,杜篤瑪
2308,12個
2309,蘇維埃
2310,
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,
2314,誇張
2315,中共中央內部
2316,刺史
2317,心臟
2318,1180年
2319,三歲
2320,失眠
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,布爾人
2327,小孩
2328,街區之隔，始建於1986年的西校區，則以信息科學學院、生命科學學院等工科院係為主。東、西、南、北四校區之間均有校園巴士接駁，在校師生刷校園一卡通
2329,第18
2330,金礪
2331,[UNK]氣候分類系統
2332,
2333,孫中山
2334,金銀珠寶
2335,10世紀
2336,1939年
2337,郵政機關
2338,
2339,加圖
2340,
2341,
2342,音樂
2343,《四十二章經》
2344,神聖羅馬帝國
2345,工業發展
2346,海因利希・弗格勒
2347,第五套
2348,景洪市
2349,憲法原則建國。在建國後的幾個十年中，韓國對憲法進行了九次修訂。最新的一次憲法修訂時間是在1987年的第六共和國。《韓國憲法》
2350,爭取陽光
2351,《失落的故事集
2352,1918年
2353,200米
2354,原始宗教
2355,1區
2356,博物學
2357,杭州
2358,戰鬥機上
2359,1970年
2360,海什木
2361,彰化市民代表會
2362,法國大革命時期
2363,明朝
2364,2012年
2365,朱德
2366,陳湯銘，為長樂鶴上人
2367,漢武帝時期
2368,1958年
2369,東經116度27分
2370,英籍工程師
2371,朝鮮語是同一種語言。包括南北韓
2372,金牛剔星遵循這樣的軌跡進入主序帶
2373,惠金斯
2374,德國財政局
2375,1938年
2376,2014年
2377,杜老誌夜總會
2378,2007年
2379,法國
2380,大陸上的戰事
2381,基本食物
2382,為了鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元
2387,印度教經文
2388,
2389,918年
2390,北非作戰
2391,公有制
2392,1987年
2393,核酸酶
2394,金軍
2395,西德
2396,球員
2397,心室底壁組織
2398,
2399,40年以上
2400,2901.3平方公里
2401,桃園市
2402,郭守時
2403,化學分析專業
2404,靠近中國大陸的大陸型氣候，氣溫比台北低
2405,「學習偉大領袖毛澤東」
2406,19世紀
2407,檀君古朝鮮
2408,清康熙帝
2409,楊亨燮
2410,清宣宗時代
2411,蒙漢兩元政治
2412,長劍
2413,三國史記的作者認為高句麗迅速向外擴張，先後吞併太白山東南人國和北沃沮，並擊敗鮮卑使其臣服。而三國史記
2414,四次
2415,林彪
2416,農耕方法的改變，勞動
2417,1972年
2418,錫克教
2419,遺傳物質帶入細胞。可發生於完整活體或是細胞培養中。原理是利用病毒使用傳送其基因組進入其他細胞，進行感染的分子機制。慢病毒載體
2420,社會輿論
2421,1603年
2422,鞏高峰
2423,紐格威森林
2424,2003年
2425,流線型
2426,新石器時代
2427,馬可波羅
2428,古列爾莫·馬可尼
2429,1958年
2430,香港特別行政區政府部門
2431,條約規定的賠償金額中的一小部分，但即使這一小部分也給德國經濟造成了極大負擔並導致了近1/3的通貨膨脹
2432,
2433,布政司署
2434,35%
2435,天主教
2436,釀酒業
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里/小時
2441,仙台市
2442,史和平
2443,郵資
2444,黑河
2445,1967年
2446,義和團事變
2447,混合苦膽
2448,建文二年
2449,關島組織法
2450,2008年
2451,邊防局
2452,彼得二世
2453,19世紀
2454,豐富銀礦
2455,合不勒汗
2456,高句麗
2457,忽必烈
2458,14年
2459,49.3萬人，居住在該島上的民族有俄羅斯人、日本人、朝鮮人、烏克蘭人、[UNK]靼人、雅庫特人和鄂溫克人等。其中俄羅斯人
2460,巴納德
2461,量子光學
2462,農產品
2463,哈德遜河
2464,宗谷海峽
2465,民國3年6月24日
2466,投保人
2467,主序帶
2468,坎貝爾
2469,港島區
2470,沙阿摩訶末
2471,阿得雷德的去世
2472,中華人民共和國
2473,二十歲
2474,長盤
2475,中村法道
2476,
2477,鐵穆爾
2478,4個月後
2479,英國精神醫學期刊
2480,1878年1月
2481,1260年
2482,13小時
2483,氦
2484,新校地
2485,忽必烈
2486,約翰一世
2487,黑死病
2488,第二次世界大戰中納粹德國戰敗，根據波茨坦會議中英、美、法、蘇四國的協議，決定在德國戰敗後
2489,卡胡盧伊
2490,硫酸
2491,氮化硫
2492,十名
2493,1978年
2494,都市計劃
2495,數百萬克耳文
2496,哲布尊丹巴
2497,無痛分娩
2498,6位
2499,會稽虞氏
2500,煤煙消除會
2501,公民化
2502,宏碁
2503,國民政府時期
2504,海因里希·赫茲
2505,
2506,代王
2507,五桂山
2508,匹茲堡
2509,威廉·赫歇爾
2510,中山高速公路
2511,
2512,阿穆爾河
2513,1989年
2514,花垣鎮
2515,東部
2516,毒品
2517,7%
2518,韓國
2519,2年後
2520,逝世後整理遺產
2521,泰國
2522,農民階層
2523,卡爾·波普
2524,索契
2525,比利時
2526,理工大學
2527,支持臺灣獨立
2528,光明天皇
2529,托木斯克
2530,利比亞公司
2531,1897年
2532,《臺灣自救運動宣言》
2533,詳細規劃
2534,十億年
2535,1486年
2536,英國
2537,1970年代
2538,1500公里
2539,南極條約協商會議
2540,布里亞特人
2541,建炎二年
2542,民國時期
2543,1849年
2544,279年
2545,中國大陸
2546,西元前1534年
2547,庫納巴拉班
2548,1906年
2549,釋迦牟尼
2550,1960年代
2551,1640年
2552,
2553,約翰二世·科穆寧皇帝
2554,東涌線
2555,正式踏上星途
2556,
2557,1999年
2558,2005年7月21日
2559,古代
2560,國家預防腐敗局
2561,地表附近，高度愈高，風速愈大。而風能是與風速的三次方成所正比，所以風機高度愈高，發電量愈多，因此現今有許多風機的高度都超過100m。因為自然界中的風速並不穩定
2562,大學生研究計劃
2563,臺灣
2564,1994年
2565,王亞南教授
2566,捷船街
2567,八零年代
2568,1233年
2569,期貨交易所
2570,瑞派克路
2571,晶片廠
2572,發動機
2573,中國立法規定了選舉的自治組織中，以居民委員會和村民委員會
2574,康熙三十二年
2575,重工業
2576,德國財政局
2577,1952年
2578,軍事執政初期蘇利南政府還大致獲得人民的信賴與當初殖民母國荷蘭政府的良好關係與經濟援助，但在1982年12月8日一場稱為十二月屠殺
2579,驅逐艦
2580,十月革命
2581,張成澤
2582,收藏者
2583,公元1世紀
2584,1904年4月1日
2585,直轄市後，在各個市政領域推動都市轉型計畫
2586,大氣層
2587,興十一年
2588,坑道
2589,臭氧層
2590,日本政府
2591,廣東籍
2592,羅馬帝國
2593,自由派
2594,1990年代
2595,秋明州
2596,倫敦煙霧事件
2597,花邊新聞
2598,自由
2599,韓國
2600,不穩定性
2601,大馬哈魚
2602,亨利克萊
2603,歐美國家
2604,洛東江
2605,赫爾伯特·查普曼
2606,噪音過大的問題
2607,廿八歲
2608,濟南的軍事地位極重要，若取得濟南
2609,2016年
2610,印度國民軍士兵大審判
2611,榮休教宗
2612,研究型大學，含東沙離島研究站
2613,2比1
2614,美利堅合眾國眾議院
2615,1861年
2616,1991年
2617,中華民國
2618,4月底
2619,被子植物
2620,2003年3月4日
2621,曼莫漢·辛格
2622,刺激性
2623,七七事變
2624,民主黨
2625,1895年
2626,中華民國99年12月25日
2627,黑森邦
2628,昭陽湖
2629,伏爾加河的欽察斡勒不兒里克部落首領八赤蠻拒絕投降
2630,載淳
2631,[UNK]
2632,狄拉克
2633,失分
2634,第一次鴉片戰爭
2635,特殊黨員
2636,中國
2637,蔡素玉
2638,加拿大
2639,工藝上的難度不獲好評
2640,中共十五大
2641,2008年
2642,4個
2643,溫州
2644,下薩克森邦
2645,《宅地法》
2646,中途公園
2647,韓國
2648,燈罩
2649,住宅合作社
2650,1848年
2651,2016年9月30日
2652,效益主義
2653,解放軍
2654,1946年
2655,伊斯蘭教
2656,東勝寺一役
2657,6-8月
2658,伊斯蘭教
2659,暴雪娛樂
2660,第二次世界大戰
2661,印第安人
2662,理論心理學
2663,西方墨點法
2664,136.03萬
2665,唐朝
2666,攔截機種
2667,克列孟梭
2668,240℃
2669,中央軍委統一領導，公安部門的邊防機構
2670,
2671,中部科學園區
2672,1799年
2673,特瓦族
2674,雕塑
2675,麻州
2676,杜林
2677,庫侖阻力
2678,新杜老誌夜總會
2679,呂秀蓮
2680,耶穌會
2681,西塞羅
2682,贊格祖爾的政府首長，擱置巴黎和會
2683,出口擴張
2684,法西斯義大利
2685,2013年
2686,忠孝橋
2687,母親
2688,1963年
2689,高崗
2690,
2691,海水淡化
2692,
2693,花崗岩錐狀島嶼
2694,爭議性
2695,1779年
2696,印尼
2697,關心人類價值和環境品質的人本主義
2698,首爾塔洞公園
2699,7票棄權
2700,帝國主義列強
2701,公開產品
2702,千分之三
2703,玉米
2704,普法戰爭
2705,什錦麵
2706,古典經濟學
2707,東歐
2708,79年
2709,陳誠
2710,阿爾比派
2711,
2712,美
2713,甘蔗
2714,不滿北條氏專制政權，途中倒戈天皇
2715,第二個用戶儲存頁面同一段落的編輯，之後當第一個用戶嘗試儲存網頁時
2716,約翰·福特
2717,昆明公交公司
2718,2010年
2719,古典主義風格
2720,國民黨
2721,2008年
2722,納粹黨
2723,國民政府
2724,威廉二世
2725,[UNK]
2726,漢魏故城
2727,1920年代
2728,五色旗
2729,威廉一世
2730,定向天線
2731,35號
2732,1702年
2733,德國
2734,英國殖民地，而且主要為華人的國家，而兩者的華人都是來自廣東和福建，唯一分別的是新加坡主體為福建人，佔40%，香港的主體為廣東人，佔45%，但新加坡有三成的非華人，包括為數不少的馬來人、印度人。新加坡
2735,日本
2736,1944年[UNK]去世後
2737,臺灣國語
2738,
2739,河運
2740,伏爾加河
2741,國際動物命名委員會
2742,黃金自由貿易
2743,脫脫
2744,集中式太陽能發電站
2745,大韓帝國
2746,巴黎郵局
2747,第265任
2748,公共蒸汽鐵路
2749,死亡
2750,40人
2751,阿拉瓦克印第安人
2752,皇后大道東
2753,[UNK]鐵路公司
2754,兩馬赫
2755,12個
2756,蘿蔔糕
2757,伽利略
2758,1875年
